,lemma,Polarity
2766,creatividad,0.625
2767,creativo,0.625
2768,credencial,0.375
2769,credibilidad,0.313
2770,creencia,0.25
2771,crema_agria,-0.375
2772,crema_ácida,-0.375
2773,cremación,-0.375
2774,crepado,0.25
2775,crepitación,0.25
2776,crepuscular,-0.5
2777,cresa,-0.25
2778,crescentia,-0.25
2779,cretinismo,-0.25
2780,cretino,-0.75
2781,creyente_practicante,0.25
2782,creíble,0.438
2783,criestesia,-0.375
2784,crimen_de_guerra,-0.25
2785,criminal,-0.25
2786,criminal_de_guerra,-0.375
2787,criminalmente,-0.5
2788,criminológico,-0.25
2789,criofobia,-0.25
2790,criogenia,-0.25
2791,criopatía,-0.25
2792,criptograma,-0.25
2793,criptográfico,0.25
2794,criptófito,0.25
2795,crisis_de_identidad,-0.625
2796,crisis_nerviosa,-0.875
2797,cristal_veneciano,0.25
2798,cristalino,0.25
2799,cristiano,0.2815
2800,criterio_selectivo,0.25
2801,criticable,-1.0
2802,criticar,-0.286
2803,criticón,-0.5
2804,croar,0.25
2805,cromatográfico,-0.25
2806,cromoestesia,-0.25
2807,cronológicamente,0.25
2808,cronógrafo,0.25
2809,croquet,0.25
2810,crucialidad,-0.25
2811,crucificar,-0.312
2812,crucifixión,-0.312
2813,cruciforme,0.25
2814,crudeza,-0.458
2815,crudo,-0.396
2816,crueldad,-0.525
2817,crueldad_asesina,-0.5
2818,crujiente,0.375
2819,cruz_de_Lorena,-0.375
2820,cruz_papal,-0.5
2821,cruz_patriarcal,-0.5
2822,cruz_pontificia,-0.5
2823,cruzado,0.25
2824,cruzar_el_rostro,-0.25
2825,cruzarse,0.313
2826,cruzarse_de_brazos,-0.5
2827,crédulo,-0.5
2828,crítica__insignificante,-0.375
2829,crítica_constante,-0.25
2830,crítica_maliciosa,-0.25
2831,crítica_textual,-0.25
2832,crónico,0.333
2833,cuaderno_de_escritura,0.5
2834,cuadrado,0.375
2835,cuadriculado,0.375
2836,cuadrilátero_de_boxeo,-0.25
2837,cualidad_maternal,0.25
2838,cualidad_paternal,0.25
2839,cualificado,0.667
2840,cualificar,0.375
2841,cualitativo,0.375
2842,cuarcita,-0.25
2843,cuaresmal,0.375
2844,cuark,0.25
2845,cuartazos,-0.25
2846,cuartearse,-0.25
2847,cubierto,0.25
2848,cubierto_completo,0.25
2849,cubierto_de_trastos,0.25
2850,cubil,-0.5
2851,cuca,0.25
2852,cucamonas,0.25
2853,cucharada_sopera,-0.25
2854,cuchichear,-0.25
2855,cuchillo_de_monte,0.25
2856,cuchufleta,0.25
2857,cucufato,0.375
2858,cucú,0.25
2859,cuelgacapas,-0.25
2860,cuenta_de_ahorro,0.25
2861,cuenta_de_ahorros,0.25
2862,cuenta_inactiva,0.25
2863,cuerdo,0.375
2864,cuerno_inglés,-0.375
2865,cuerpo_de_ejército,0.25
2866,cuidado,0.375
2867,cuidados,0.25
2868,cuidadoso,0.521
2869,cuita,-0.312
2870,culpa,-0.75
2871,culpabilidad,-1.0
2872,culpable,-0.312
2873,cultista,0.25
2874,cultivable,0.5
2875,cultivado,0.375
2876,culto,0.525
2877,culturalmente,0.375
2878,culturista,0.375
2879,culí,-0.25
2880,cum_laude,0.375
2881,cumplido,0.3955
2882,cumplidor,0.438
2883,cumplir,0.266
2884,cumplir_lo_prometido,0.625
2885,cumulativo,0.375
2886,cuneado,0.375
2887,cuon,-0.375
2888,cura,0.25
2889,curabilidad,0.375
2890,curable,0.5
2891,curación,0.25
2892,curar,0.35
2893,curarse,0.25
2894,curativa,0.625
2895,curativo,0.6875
2896,curco,-0.5
2897,curculiónidos,0.25
2898,curiosamente,-0.25
2899,curioseo,-0.5
2900,curiosidad,0.375
2901,currar,-0.25
2902,curruscar,-0.25
2903,cursi,0.5
2904,cursiva,0.25
2905,curso_de_extensión,0.375
2906,cursor,0.25
2907,curvado,0.25
2908,curvilíneo,0.458
2909,custodiar,-0.25
2910,custodio,0.25
2911,cutrería,-0.375
2912,cuñado,0.25
2913,cuón,-0.375
2914,cyberpunk,-0.375
2915,cyon,-0.375
2916,cálido,0.411
2917,cámara_de_tortura,-0.25
2918,cámara_polaroid,0.25
2919,cándido,0.35
2920,cápsula_espacial,0.25
2921,cártel,0.25
2922,céfiro,-0.25
2923,célebre,1.0
2924,célibe,0.625
2925,célula_adiposa,-0.25
2926,célula_de_Golgi,-0.25
2927,célula_de_Weston,0.25
2928,célula_de_cadmio,0.25
2929,cíclopes,0.25
2930,cínico,-0.177
2931,cívico,0.313
2932,código_secreto,0.25
2933,código_ético,0.375
2934,cólico,-0.25
2935,cómic,0.25
2936,cómico,0.3125
2937,cómodo,0.469
2938,cóncavamente,0.375
2939,cónclave,0.25
2940,córner,0.375
2941,dacrón,0.375
2942,dadaísmo,0.25
2943,dadivoso,0.5
2944,daltoniano,0.25
2945,daltónico,0.25
2946,dama_de_noche,0.25
2947,danza_ceremonial,0.375
2948,danza_de_la_lluvia,0.25
2949,danza_de_la_muerte,-0.375
2950,danza_del_sol,0.25
2951,danza_interpretativa,0.25
2952,danza_ritual,0.375
2953,dar_a,0.25
2954,dar_aliento,1.0
2955,dar_alivio,-0.25
2956,dar_alojamiento,0.313
2957,dar_asco,-0.5
2958,dar_bastonazos,-0.25
2959,dar_confianza,0.5
2960,dar_cuerpo,0.375
2961,dar_cuidados,0.375
2962,dar_de_desayunar,0.25
2963,dar_de_mamar,0.375
2964,dar_derecho_a,0.375
2965,dar_el_chivatazo,0.375
2966,dar_el_desayuno,0.25
2967,dar_el_hacha,0.25
2968,dar_el_sustento,0.375
2969,dar_el_éxito,0.5
2970,dar_en_el_blanco,0.25
2971,dar_frutos,0.375
2972,dar_garrotazos,-0.25
2973,dar_la_palabra,0.375
2974,dar_la_tabarra,-0.25
2975,dar_largas_caminatas,0.25
2976,dar_llaves,0.25
2977,dar_náuseas,-0.25
2978,dar_oropel,-0.25
2979,dar_permiso,0.75
2980,dar_pistas,0.375
2981,dar_punzadas,-0.375
2982,dar_tajos,0.375
2983,dar_trato_de_favor,0.25
2984,dar_un_chasco,-0.625
2985,dar_un_escarmiento,-0.375
2986,dar_un_golpecito,-0.375
2987,dar_un_manotazo,0.25
2988,dar_un_portazo,-0.625
2989,dar_un_puñetazo,-0.312
2990,dar_un_rodeo,-0.437
2991,dar_una_paliza,-0.312
2992,dar_una_patada,-0.25
2993,dar_una_permanencia,0.25
2994,dar_una_pista,0.375
2995,dar_una_visa,0.25
2996,dar_ventaja,0.75
2997,dar_vueltas_a,-0.25
2998,dar_zarpazos,-0.375
2999,dar_ánimos,0.75
3000,dar_órdenes,-0.25
3001,darse_cita,0.375
3002,darse_cuenta,0.25
3003,datable,0.25
3004,dañar,-0.4
3005,dañino,-0.437
3006,daños_colaterales,-0.375
3007,dañoso,-0.531
3008,de_Sísifo,-0.25
3009,de_acuerdo,0.375
3010,de_agua_dulce,-0.375
3011,de_barrido,0.25
3012,de_carga,0.25
3013,de_confianza,0.625
3014,de_cualquier_manera,-0.375
3015,de_facto,0.25
3016,de_forma_andrajosa,-0.375
3017,de_forma_asesina,-0.375
3018,de_forma_cortante,-0.375
3019,de_forma_espesa,0.375
3020,de_forma_genérica,-0.25
3021,de_forma_impersonal,-1.0
3022,de_forma_inclinada,-0.25
3023,de_forma_indecorosa,-0.5
3024,de_forma_penetrante,-0.25
3025,de_la_estación,0.5
3026,de_la_nada,-0.25
3027,de_mala_gana,-0.25
3028,de_manera_andrajosa,-0.375
3029,de_moneras,-0.25
3030,de_paso,0.25
3031,de_poca_fiabilidad,-0.25
3032,de_primos,0.25
3033,de_reojo,-0.5
3034,de_término,0.375
3035,debacle,-0.312
3036,deber_noble,0.25
3037,debido,0.313
3038,debilidad_mental,-0.75
3039,debilitado,-0.304
3040,decadente,0.25
3041,decaer,-0.25
3042,decantación,0.25
3043,decaído,-0.375
3044,decencia,0.542
3045,decente,0.571
3046,decepcionante,-0.375
3047,decepción,-0.25
3048,deceso,-0.25
3049,dechado,0.25
3050,decible,0.625
3051,decidido,0.411
3052,decimal,0.25
3053,decir_entre_dientes,-0.25
3054,decir_verbalmente,-0.25
3055,decisivamente,0.313
3056,decisivo,0.25
3057,declaración_discreta,0.25
3058,declaración_incorrecta,-0.25
3059,declaración_rectificatoria,0.25
3060,declaración_verdadera,0.375
3061,declarado,0.417
3062,declarar_culpable,-0.875
3063,declarar_demente,-0.375
3064,declarar_fuera_de_combate,-0.375
3065,decoloración,-0.5
3066,decorado,0.625
3067,decorativo,0.25
3068,decoro,0.625
3069,decoroso,0.708
3070,decrescendo,0.25
3071,decretado,0.25
3072,decrépito,-0.312
3073,dedil,-0.375
3074,deducible,0.625
3075,deducirse,0.25
3076,defecto,-0.667
3077,defecto_visual,-0.25
3078,defector,-0.25
3079,defectuoso,-0.431
3080,defender,-0.25
3081,defensa_comercial,-0.25
3082,defensividad,-0.375
3083,defensor,0.25
3084,deferencia,0.25
3085,deferente,0.625
3086,defervescente,-0.25
3087,deficiencia,-0.575
3088,deficiencia_auditiva,-0.25
3089,deficiencia_visual,-0.25
3090,deficiente,-0.25
3091,definible,0.5
3092,definido,0.438
3093,definitivo,0.333
3094,deforestación,0.25
3095,deforme,-0.25
3096,deformidad,-0.333
3097,defraudado,-0.5
3098,degenerado,0.375
3099,degenerarse,-0.292
3100,degollador,-0.25
3101,degradante,-0.375
3102,degradar,-0.375
3103,degradarse,-0.75
3104,deidad_hindú,0.25
3105,dejado,-0.25
3106,dejar_claro,0.25
3107,dejar_inconsciente,-0.375
3108,dejar_pasmado,0.375
3109,dejar_sin_sentido,-0.375
3110,dejar_suelto,-0.25
3111,dejarse_ir,-0.375
3112,dejarse_llevar,-0.375
3113,del_dictioptero,-0.25
3114,del_hipotálamo,0.25
3115,del_mecóptero,-0.25
3116,delación,-0.375
3117,delantera,0.313
3118,delatar,-0.375
3119,delectable,0.5
3120,delectación,0.375
3121,deleitación,0.375
3122,deleitar,0.281
3123,deleitarse,0.475
3124,deleite,0.375
3125,deleitoso,0.875
3126,deletereo,-0.5
3127,delgadamente,-0.25
3128,deliberado,0.458
3129,deliberativo,0.375
3130,delicioso,0.458
3131,delicuescente,0.25
3132,delimitado,0.25
3133,delincuencia_juvenil,-0.375
3134,delincuente,-0.312
3135,delincuente_habitual,-0.25
3136,delineado,0.375
3137,delinear,0.375
3138,deliquio,-0.375
3139,delirantemente,-0.375
3140,delito,-0.687
3141,delito_informático,-0.25
3142,deltoide,0.375
3143,demagogo,0.375
3144,demandante_en_casación,-0.5
3145,demandar,-0.3
3146,demasiado,0.375
3147,demente,-0.406
3148,democrático,0.375
3149,demoledor,-0.406
3150,demolidor,-0.375
3151,demoniaco,-0.375
3152,demonio,-0.25
3153,demonio_necrófano,-0.25
3154,demonización,-0.375
3155,demoníaco,-0.437
3156,demostrable,0.313
3157,demostrativo,0.625
3158,demulcente,0.25
3159,demérito,-0.25
3160,demótico,0.25
3161,dendrita,-0.25
3162,dendroctonus,-0.25
3163,denigración,-0.292
3164,denigrador,-1.0
3165,denigratorio,-1.0
3166,denominacionalmente,0.375
3167,denominador_común,0.25
3168,densidad_relativa,0.25
3169,densificar,0.375
3170,dentudo,0.25
3171,dentón,0.25
3172,denunciable,-0.75
3173,denunciador,-0.25
3174,denunciante,-0.25
3175,denunciatorio,-0.25
3176,departamento_de_química,-0.25
3177,departamento_de_servicios,0.25
3178,dependiente,0.375
3179,depilado,0.25
3180,deplorar,-0.406
3181,deportivo,-0.25
3182,depravado,0.0
3183,depravar,0.25
3184,depre,-0.625
3185,deprecación,-0.5
3186,deprecar,-0.25
3187,depreciar,-0.437
3188,depresivo,0.0
3189,depresión_distímica,-0.25
3190,depresión_nerviosa,-0.875
3191,deprimente,-1.0
3192,deprimido,-0.5
3193,deprimir,-0.687
3194,depósito_de_cadáveres,-0.375
3195,derecho_a_la_libertad,0.375
3196,derecho_a_la_vida,0.25
3197,derecho_al_voto,0.25
3198,derecho_de_alimentos,0.375
3199,derecho_del_mar,-0.25
3200,derecho_marítimo,-0.25
3201,derecho_penal,-0.5
3202,derechos,0.25
3203,derechos_civiles,0.25
3204,derechos_de_propiedad,0.25
3205,derechoso,0.25
3206,derivacional,0.25
3207,derivado,0.375
3208,derivativo,0.375
3209,deriverse,0.25
3210,dermatitis_atópica,-0.25
3211,dermatofitosis,-0.25
3212,dermatomiositis,-0.25
3213,derogar,-0.375
3214,derrisión,-0.375
3215,derrochador,-0.25
3216,derroche_de_dinero,-0.375
3217,derroche_de_energía,-0.25
3218,derrotado,-0.375
3219,derrotamiento,-0.25
3220,derruir,-0.25
3221,derruirse,-0.25
3222,derrumbar,-0.25
3223,derrumbarse,-0.333
3224,desaborido,-0.25
3225,desabotonado,-0.25
3226,desabrido,-0.5
3227,desabrigo,-0.312
3228,desabrimiento,-0.25
3229,desacato,-0.375
3230,desaclopar,0.25
3231,desaconsejable,-0.375
3232,desaconsejado,-0.562
3233,desacorde,-0.25
3234,desacostumbrado,-0.375
3235,desacreditado,-0.375
3236,desacreditador,-1.0
3237,desacreditar,-0.406
3238,desafectado,0.5
3239,desafecto,-0.25
3240,desafiante,-0.25
3241,desafiar,-0.321
3242,desaforado,-0.25
3243,desafortunadamente,-0.75
3244,desafío,-0.275
3245,desagradable,-0.2
3246,desagradablemente,-0.375
3247,desagradar,-0.625
3248,desagradecido,-0.625
3249,desagradecimiento,-1.0
3250,desagrado,-0.667
3251,desagraviar,0.375
3252,desagrupado,-0.375
3253,desahogado,0.375
3254,desahucio,-0.25
3255,desalentador,-0.333
3256,desalentar,-0.589
3257,desaliento,-0.325
3258,desaliñado,-0.25
3259,desaliño,-0.458
3260,desalmado,-0.25
3261,desambiguación_léxica,-0.375
3262,desambiguedad,0.5
3263,desamparado,-0.25
3264,desamparar,-1.0
3265,desamparo,-0.275
3266,desangrarse,-0.25
3267,desanimadamente,-0.5
3268,desanimar,-0.687
3269,desapacible,-0.5
3270,desaparecer,-0.281
3271,desaprensión,-0.5
3272,desaprobación,-0.375
3273,desaprobar,-0.292
3274,desaprovechado,-0.375
3275,desaprovechamiento,-1.0
3276,desarmonía,-0.875
3277,desarreglado,-0.25
3278,desarrollado,0.438
3279,desarticular,0.25
3280,desaseado,-0.375
3281,desaseo,-0.375
3282,desasimiento,-0.625
3283,desasistido,-0.625
3284,desasistir,-1.0
3285,desasosegadamente,-0.5
3286,desasosegado,-0.562
3287,desasosiego,-0.344
3288,desastrado,-0.375
3289,desastre,-0.3
3290,desastroso,-0.375
3291,desatención,-0.5
3292,desatento,-0.292
3293,desatinado,-0.25
3294,desatrancado,0.25
3295,desautorizar,-0.625
3296,desazonado,-0.312
3297,desazón,-0.25
3298,desbalance,0.25
3299,desbarajuste,-0.375
3300,desbastado,0.375
3301,desbocado,-0.25
3302,desbordado,0.25
3303,desbridamiento,-0.25
3304,descabellado,-0.25
3305,descalificado,-0.625
3306,descalificar,-0.25
3307,descalzo,-0.25
3308,descambio,0.25
3309,descamisado,-0.292
3310,descansadamente,-0.25
3311,descansado,0.5
3312,descaramiento,-0.625
3313,descararse,-0.25
3314,descargarse,0.25
3315,descariñado,-0.5
3316,descaro,-0.25
3317,descartado,0.25
3318,descendente,-0.25
3319,descentralizador,0.375
3320,descerebrar,-0.25
3321,descerrajar,-0.25
3322,desclasificar,0.375
3323,descoco,-0.25
3324,descodificar,0.25
3325,descolado,-0.25
3326,descollar,0.375
3327,descolonizar,0.25
3328,descoloración,-0.437
3329,descolorarse,-0.25
3330,descolorido,-0.5
3331,descomponer,-0.333
3332,descompostura,-0.25
3333,descomprimir,0.25
3334,descompuesto,-0.437
3335,descomunal,0.25
3336,desconcertado,-0.275
3337,desconectar,0.271
3338,desconfiadamente,0.5
3339,desconfiar,-0.25
3340,descongelar,0.25
3341,desconocer,-1.0
3342,desconocido,-0.328
3343,desconocimiento,-0.417
3344,desconsideración,-0.417
3345,desconsoladamente,-0.25
3346,desconsolado,-0.875
3347,desconsuelo,-0.75
3348,descontaminar,-0.375
3349,descontento,-0.312
3350,descontrol,0.25
3351,descontrolar,-0.25
3352,descoordinado,-0.375
3353,descorazonar,-1.0
3354,descorchar,0.25
3355,descordar,-0.25
3356,descortesía,-0.521
3357,descortés,-0.525
3358,descortésmente,-0.375
3359,describible,0.625
3360,descriptible,0.625
3361,descruzado,-0.25
3362,descubrible,0.5
3363,descuello,0.25
3364,descuidadamente,-0.375
3365,descuidarse,0.25
3366,descuido,-0.281
3367,desdeñable,-0.5
3368,desdeñar,-1.0
3369,desdeñoso,-0.475
3370,desdicha,-0.547
3371,desdichado,-0.35
3372,desdén,-0.363
3373,deseabilidad,0.375
3374,deseable,0.75
3375,desecado,0.25
3376,desechado,0.25
3377,desecho,-0.5
3378,desegregación,0.5
3379,desempañar,0.375
3380,desencaminado,0.375
3381,desencantado,0.375
3382,desencantar,0.5
3383,desencorvar,0.438
3384,desenganchado,0.625
3385,desengancharse,0.25
3386,desenmadejar,-0.625
3387,desenmarañado,-0.5
3388,desenredado,-0.25
3389,desenterrado,0.625
3390,desenvolverse,0.25
3391,desenvueltamente,-0.25
3392,deseo_de_muerte,-0.5
3393,deseo_sexual_inhibido,-0.25
3394,desequilibrio,-0.812
3395,desequilibrio_emocional,-0.5
3396,desequilibrio_mental,-0.25
3397,desequilibrio_psicosomático,-0.375
3398,desertar,-0.312
3399,desertificación,-0.375
3400,desescalada,-0.25
3401,desesclarecedor,-0.75
3402,desesperadamente,-0.5
3403,desesperado,-0.625
3404,desesperanzado,-0.5
3405,desesperanzar,-1.0
3406,desespero,0.25
3407,desestabilizar,-0.375
3408,desestima,0.375
3409,desfachatez,-0.292
3410,desfallecer,-0.25
3411,desfallecimiento,-0.5
3412,desfavorable,-0.594
3413,desfavorecer,-0.5
3414,desfavorecido,0.375
3415,desfigurar,-0.325
3416,desforestación,0.25
3417,desgajar,-0.25
3418,desgana,-0.375
3419,desgarrado,-0.375
3420,desgarrador,-0.333
3421,desgarrar,-0.375
3422,desgastarse,-0.25
3423,desglosar,0.25
3424,desgobierno,-0.437
3425,desgracia,-0.409
3426,desgraciadamente,-0.5
3427,desgraciados,-1.0
3428,desgrapar,-0.25
3429,desgravable,0.5
3430,desgreñado,-0.25
3431,deshabituado,-0.375
3432,deshacerse_de,0.25
3433,deshaucio,-0.25
3434,deshechos,-0.375
3435,deshelar,0.375
3436,desheredar,0.25
3437,deshielado,0.25
3438,deshonestamente,-0.5
3439,deshonesto,-0.5
3440,deshonor,-0.875
3441,deshonra,-0.719
3442,deshonrado,-0.75
3443,deshonrar,-0.708
3444,deshonrarse,-0.75
3445,deshonrosamente,-0.75
3446,deshonroso,-0.3
3447,deshumanización,0.375
3448,deshumano,0.375
3449,desiderátum,-0.25
3450,desierto,-0.417
3451,desigual,-0.273
3452,desigualdad,-0.292
3453,desigualmente,-0.625
3454,desinclinado,-0.5
3455,desindustrializado,-0.375
3456,desinfectante,0.375
3457,desinflación,0.5
3458,desinformación,-0.375
3459,desintegrador,0.375
3460,desintegrar,-0.375
3461,desligado,0.375
3462,deslizante,0.313
3463,deslucimiento,-0.562
3464,deslustrar,-0.25
3465,desmadejamiento,-0.375
3466,desmayarse,-0.375
3467,desmayo,-0.375
3468,desmaña,-0.333
3469,desmaño,-0.25
3470,desmedido,0.25
3471,desmejora,-0.25
3472,desmejorar,-0.5
3473,desmelenado,-0.25
3474,desmemoriado,-0.25
3475,desmentir,-0.25
3476,desmerecimiento,-0.25
3477,desmesura,-0.5
3478,desmitificar,0.375
3479,desmontable,0.5
3480,desmoralizador,-0.312
3481,desmoralizar,-0.375
3482,desmotivado,-0.25
3483,desmovilización,0.25
3484,desnaturalizar,0.25
3485,desnutrido,-0.375
3486,desobedecer,-0.625
3487,desobediente,-0.292
3488,desobligar,-0.375
3489,desobstruido,0.375
3490,desodorante,-0.25
3491,desolación,-0.417
3492,desoladamente,-0.25
3493,desolado,-0.562
3494,desorden_gastrointestinal,-0.25
3495,desorden_inmunológico,-0.375
3496,desordenado,-0.3984999999999999
3497,desordenar,-0.437
3498,desorganización,-0.375
3499,desorganizado,-0.458
3500,desorientación,-0.312
3501,desorientamiento,-0.5
3502,despabilado,0.375
3503,despavilado,0.5
3504,despavorido,-0.25
3505,despecho,-0.375
3506,despectivo,-0.3625
3507,despedido,-0.375
3508,despegado,0.25
3509,despeinado,-0.25
3510,despeinar,-0.25
3511,despejado,0.5
3512,despellejarse,-0.25
3513,despenalización,0.25
3514,despenalizar,0.292
3515,desperdiciado,-0.375
3516,desperdiciar,-0.375
3517,desperdicio_de_energía,-0.25
3518,desperdicio_de_material,-0.25
3519,despeño,0.25
3520,despierto,0.375
3521,despilfarrador,-0.281
3522,desplazado,0.25
3523,despoblación_forestal,0.25
3524,despojaron,-0.25
3525,despojarse,-0.25
3526,despojo,-0.25
3527,despolarizar,-0.375
3528,desposar,0.313
3529,desposorios,0.375
3530,despreciable,-0.406
3531,despreciado,-0.75
3532,despreciar,-0.396
3533,despreciativo,-0.437
3534,desprecio,-0.406
3535,desprender,0.281
3536,desprendido,0.375
3537,desprestigiador,-1.0
3538,desprestigiar,-0.437
3539,desprestigio,-0.406
3540,desprevenido,-0.417
3541,desproporcionado,-0.667
3542,desproporción,-0.25
3543,desprotección,-0.5
3544,desprotegido,-0.25
3545,desproveído,-0.5
3546,desquitarse,-0.375
3547,destacable,1.0
3548,destacado,0.389
3549,destacarse,0.375
3550,destapar,-0.25
3551,destechado,-0.375
3552,destetado,0.375
3553,destinado,0.25
3554,destituible,0.375
3555,destreza,0.525
3556,destreza_manual,0.25
3557,destrozar,-0.452
3558,destrozarse,-0.437
3559,destrozo,-0.292
3560,destructibilidad,-0.5
3561,destructivamente,-0.25
3562,destructividad,-0.75
3563,destructivo,-0.583
3564,destructor,-0.687
3565,destruir,-0.26
3566,destruirse,-0.625
3567,destruído,-0.25
3568,desunión,-0.292
3569,desvaloración,0.25
3570,desvalorizar,-0.25
3571,desvancerse,-0.75
3572,desvelado,0.333
3573,desventajoso,-0.875
3574,desventura,-0.417
3575,desventurado,-0.25
3576,desvergüenza,-0.25
3577,desviar_la_mirada,-0.375
3578,desvincular,0.25
3579,desvitalización,0.375
3580,desvitalizar,-0.25
3581,desánimo,-0.312
3582,desértico,-0.562
3583,detallado,0.563
3584,detallar,0.25
3585,detalles,0.25
3586,detectable,0.438
3587,detectado,0.25
3588,detención_ilegal,-0.375
3589,detenido,0.4375
3590,detergente_para_lavadoras,0.25
3591,detergente_para_lavavajillas,0.25
3592,deteriorable,-0.875
3593,deteriorado,-0.375
3594,deteriorarse,-0.25
3595,deterioro,-0.287
3596,determinable,0.5
3597,determinación_incansable,0.25
3598,determinado,0.375
3599,determinante,0.375
3600,determinismo,0.375
3601,detestación,-0.625
3602,detestado,-0.75
3603,detestar,-0.667
3604,detrimento,-0.625
3605,detrito,-0.312
3606,detritus,-0.375
3607,deus_ex_machina,-0.25
3608,deuteranopía,0.25
3609,devastación,-0.446
3610,devastador,-0.45
3611,devastar,-0.437
3612,devoto,0.5
3613,dextrocardia,-0.375
3614,dhoti,-0.25
3615,diablillo,-0.25
3616,diablo,-0.271
3617,diabático,0.375
3618,diabético,-0.3125
3619,diacrítico,0.25
3620,diacrónico,0.375
3621,diagnosticable,0.5
3622,diagnóstico_médico,-0.25
3623,diagonalizable,0.375
3624,dialéctico,0.25
3625,diapiro,0.25
3626,diario,0.313
3627,diarrea,-0.25
3628,dibujo_técnico,0.25
3629,diccionario_electrónico,0.25
3630,dicha,0.75
3631,dicho,0.25
3632,dicranales,-0.25
3633,dicynodontia,0.375
3634,dicótomo,0.25
3635,didanosina,-0.375
3636,didáctico,0.25
3637,diestro,0.625
3638,dieta_equilibrada,0.375
3639,dietista,0.25
3640,difamación,-0.375
3641,difamador,-1.0
3642,difamatorio,-1.0
3643,diferenciable,0.25
3644,diferenciado,0.375
3645,dificultad,-0.5
3646,dificultoso,-0.5
3647,diflunisal,0.25
3648,difracción,-0.25
3649,difteria,-0.375
3650,difusor,0.25
3651,difícil,-0.667
3652,digestibilidad,0.5
3653,digestible,0.5
3654,digitaria_ischaemum,-0.25
3655,dignarse,0.375
3656,digno,0.667
3657,dilapidación,-0.375
3658,dilatado,0.25
3659,diligente,0.438
3660,diltiazem,-0.25
3661,diluído,-0.25
3662,diminuendo,0.25
3663,diminuir,0.375
3664,dinamitar,-0.25
3665,dinero_de_San_Pedro,0.25
3666,dinero_sucio,0.25
3667,dingo,-0.25
3668,dinámico,0.286
3669,dios_del_Mar,0.25
3670,diploma,0.25
3671,diplomado_en_enfermería,0.25
3672,diplomatura,0.25
3673,diplomático,0.458
3674,dipsnea,-0.25
3675,dipsomanía,-0.25
3676,dipsosaurus,-0.25
3677,diptongo,0.25
3678,diputado,-0.312
3679,directo,0.26
3680,dirigente,0.25
3681,dirk,0.25
3682,discapacitar,-0.25
3683,discernible,0.5
3684,discernidor,0.375
3685,disciplinado,0.438
3686,disciplinal,0.5
3687,disco_duro,-0.375
3688,disco_duro_extraíble,-0.375
3689,disconforme,-0.25
3690,disconformidad,-0.875
3691,discontinuidad,-0.875
3692,discordancia,-0.312
3693,discordia,-0.542
3694,discrecional,0.25
3695,discriminador,0.375
3696,discriminatorio,0.313
3697,disculpable,0.375
3698,discutible,0.275
3699,discutirse,-0.375
3700,disensión,-0.344
3701,disentería,-0.25
3702,disentimiento,-0.437
3703,diserto,0.5
3704,disfagia,-0.375
3705,disfemismo,-0.25
3706,disfonía,-0.375
3707,disforia,-0.75
3708,disfrutar,0.536
3709,disfrute,0.25
3710,disfuerzo,-0.25
3711,disgustado,-0.437
3712,disgustar,-0.5
3713,disgustoso,-0.75
3714,disimulación,-0.5
3715,disimulado,0.25
3716,disimulador,-1.0
3717,disiparse,-0.333
3718,disjunto,0.25
3719,dislocación,-0.25
3720,disléxico,-0.25
3721,dismenorrea,-0.625
3722,disminuido,-0.312
3723,disnea,-0.25
3724,disociar,0.625
3725,disoluble,0.375
3726,disolutamente,-0.25
3727,disonancia,-0.5
3728,disosmia,-0.312
3729,dispar,0.25
3730,disparar_un_cañon,-0.25
3731,disparates,-0.437
3732,disparejo,-0.5
3733,dispendio,-0.375
3734,dispendioso,-0.375
3735,dispepsia,-0.25
3736,dispersor,0.25
3737,displasia,-0.25
3738,dispnea,-0.25
3739,disponerse,0.25
3740,disponible,0.292
3741,dispositivo_acústico,0.375
3742,dispuesto,0.563
3743,disputa,-0.375
3744,disputable,0.5
3745,disputador,0.375
3746,disputar,-0.417
3747,dispéptico,-0.75
3748,distanciado,0.25
3749,distendido,-0.25
3750,distimia,-0.25
3751,distinguible,0.5
3752,distinguido,0.55
3753,distintividad,0.25
3754,distorsionado,-0.25
3755,distribución_binomial,0.25
3756,distribuidor,0.25
3757,distrito_policial,-0.25
3758,disturbar,-0.687
3759,disturbio,-0.3
3760,disturbio_racial,-0.25
3761,disuadir,-0.25
3762,disuasión,-0.292
3763,disuria,-0.5
3764,disyuntivo,0.375
3765,disyunto,0.25
3766,divergente,0.313
3767,diversión,0.292
3768,diverticulitis,-0.25
3769,divertido,0.653
3770,divertidísimo,0.625
3771,divertir,0.281
3772,divertirse,0.542
3773,dividir_en_tres,-0.375
3774,divinidad_hindú,0.25
3775,divino,0.438
3776,divisivo,-0.625
3777,división_de_honor,0.375
3778,divisorio,0.25
3779,divorciado,0.375
3780,divorcio,0.25
3781,divulgado,0.375
3782,divulgativo,0.375
3783,diálisis,0.375
3784,dióxido_de_nitrógeno,-0.25
3785,doble_negación,0.25
3786,docto,0.563
3787,doctor_en_educación,0.25
3788,doctor_en_investigación,0.25
3789,doctorado_honoris_causa,0.25
3790,doctrina,0.313
3791,doctrina_religiosa,0.25
3792,doctrina_teológica,0.25
3793,doctrinario,0.25
3794,documentación,0.25
3795,documentado,0.375
